link_id,epoch_index,t_tdb,t_utc,gnss_const_id,gnss_const,prn,frequency_id,frequency,rx_x_ecef_m,rx_y_ecef_m,rx_z_ecef_m,tx_x_ecef_m,tx_y_ecef_m,tx_z_ecef_m,tangent_radius_earth_center_m,tangent_altitude_m,tx_boresight_angle_deg,cn0_dbhz,ionosphere_plasma_delay_m,tecu,tec_delay_m,second_delay_m,third_delay_m,dist_bend_m,tec_delay_bend_m,max_sep_line_m,final_pos_err_m
22,5,7.889616741839e+08,7.889616050000e+08,0,GPS,21,0,L1,-3.310831067436e+08,-9.224255682855e+07,-1.641651517092e+08,1.822630430509e+07,1.102945443743e+07,1.685658192381e+07,8.023022999681e+06,1.652022999681e+06,1.717752343274e+01,2.277642999376e+01,0,0,0,0,0,0,0,0,0
23,5,7.889616741839e+08,7.889616050000e+08,0,GPS,27,0,L1,-3.310831067436e+08,-9.224255682855e+07,-1.641651517092e+08,1.945454663314e+07,1.284688813696e+07,-1.337217911285e+07,2.192382844518e+07,1.555282844518e+07,5.465960702321e+01,1.416052892065e+01,0,0,0,0,0,0,0,0,0
24,6,7.889616751839e+08,7.889616060000e+08,0,GPS,2,0,L1,-3.310907686186e+08,-9.221833324531e+07,-1.641656621473e+08,1.722181166580e+07,3.579615335246e+06,2.044840625620e+07,1.028068799171e+07,3.909687991709e+06,2.240478717970e+01,1.668325173126e+01,0,0,0,0,0,0,0,0,0
25,6,7.889616751839e+08,7.889616060000e+08,0,GPS,4,0,L1,-3.310907686186e+08,-9.221833324531e+07,-1.641656621473e+08,2.531425828435e+07,-2.749753747672e+05,-8.174767276631e+06,1.829273321020e+07,1.192173321020e+07,4.344215209044e+01,1.221455570294e+01,0,0,0,0,0,0,0,0,0
26,6,7.889616751839e+08,7.889616060000e+08,0,GPS,21,0,L1,-3.310907686186e+08,-9.221833324531e+07,-1.641656621473e+08,1.822706709149e+07,1.103130973484e+07,1.685456013320e+07,8.023453081988e+06,1.652453081988e+06,1.717846592889e+01,2.277440041287e+01,0,0,0,0,0,0,0,0,0
27,6,7.889616751839e+08,7.889616060000e+08,0,GPS,27,0,L1,-3.310907686186e+08,-9.221833324531e+07,-1.641656621473e+08,1.945288280152e+07,1.284680955464e+07,-1.337463908847e+07,2.192578175924e+07,1.555478175924e+07,5.466686024825e+01,1.416075545830e+01,0,0,0,0,0,0,0,0,0
28,7,7.889616761839e+08,7.889616070000e+08,0,GPS,2,0,L1,-3.310984285845e+08,-9.219410932599e+07,-1.641661732243e+08,1.722278360356e+07,3.581881316662e+06,2.044716725087e+07,1.027863946042e+07,3.907639460421e+06,2.240009613826e+01,1.669457357235e+01,0,0,0,0,0,0,0,0,0
29,7,7.889616761839e+08,7.889616070000e+08,0,GPS,4,0,L1,-3.310984285845e+08,-9.219410932599e+07,-1.641661732243e+08,2.531519071857e+07,-2.745341150053e+05,-8.171813616897e+06,1.829015877240e+07,1.191915877240e+07,4.343456644430e+01,1.222836877156e+01,0,0,0,0,0,0,0,0,0
30,7,7.889616761839e+08,7.889616070000e+08,0,GPS,21,0,L1,-3.310984285845e+08,-9.219410932599e+07,-1.641661732243e+08,1.822783024540e+07,1.103316497964e+07,1.685253834258e+07,8.023884670323e+06,1.652884670323e+06,1.717941141225e+01,2.277236438436e+01,0,0,0,0,0,0,0,0,0
31,7,7.889616761839e+08,7.889616070000e+08,0,GPS,27,0,L1,-3.310984285845e+08,-9.219410932599e+07,-1.641661732243e+08,1.945121906224e+07,1.284673128300e+07,-1.337709906377e+07,2.192773521068e+07,1.555673521068e+07,5.467411364987e+01,1.416098162534e+01,0,0,0,0,0,0,0,0,0
32,8,7.889616771839e+08,7.889616080000e+08,0,GPS,2,0,L1,-3.311060866398e+08,-9.216988507586e+07,-1.641666849398e+08,1.722375596332e+07,3.584147175594e+06,2.044592824555e+07,1.027659167899e+07,3.905591678992e+06,2.239540650296e+01,1.670589276971e+01,0,0,0,0,0,0,0,0,0
33,8,7.889616771839e+08,7.889616080000e+08,0,GPS,4,0,L1,-3.311060866398e+08,-9.216988507586e+07,-1.641666849398e+08,2.531612335167e+07,-2.740929927282e+05,-8.168859957490e+06,1.828758445810e+07,1.191658445810e+07,4.342698096210e+01,1.224218551188e+01,0,0,0,0,0,0,0,0,0
34,8,7.889616771839e+08,7.889616080000e+08,0,GPS,21,0,L1,-3.311060866398e+08,-9.216988507586e+07,-1.641666849398e+08,1.822859376663e+07,1.103502017205e+07,1.685051655196e+07,8.024317764444e+06,1.653317764444e+06,1.718035988226e+01,2.277032190971e+01,0,0,0,0,0,0,0,0,0
35,8,7.889616771839e+08,7.889616080000e+08,0,GPS,27,0,L1,-3.311060866398e+08,-9.216988507586e+07,-1.641666849398e+08,1.944955541447e+07,1.284665332287e+07,-1.337955903939e+07,2.192968880005e+07,1.555868880005e+07,5.468136722954e+01,1.416120742197e+01,0,0,0,0,0,0,0,0,0
36,9,7.889616781839e+08,7.889616090000e+08,0,GPS,2,0,L1,-3.311137427875e+08,-9.214566048333e+07,-1.641671972937e+08,1.722472874520e+07,3.586412911368e+06,2.044468924023e+07,1.027454464786e+07,3.903544647863e+06,2.239071827492e+01,1.671720802108e+01,0,0,0,0,0,0,0,0,0
37,9,7.889616781839e+08,7.889616090000e+08,0,GPS,4,0,L1,-3.311137427875e+08,-9.214566048333e+07,-1.641671972937e+08,2.531705618379e+07,-2.736520081024e+05,-8.165906297756e+06,1.828501026668e+07,1.191401026668e+07,4.341939564237e+01,1.225600592866e+01,0,0,0,0,0,0,0,0,0
38,9,7.889616781839e+08,7.889616090000e+08,0,GPS,21,0,L1,-3.311137427875e+08,-9.214566048333e+07,-1.641671972937e+08,1.822935765557e+07,1.103687531185e+07,1.684849476108e+07,8.024752364214e+06,1.653752364214e+06,1.718131133860e+01,2.276827299021e+01,0,0,0,0,0,0,0,0,0
39,9,7.889616781839e+08,7.889616090000e+08,0,GPS,27,0,L1,-3.311137427875e+08,-9.214566048333e+07,-1.641671972937e+08,1.944789185906e+07,1.284657567325e+07,-1.338201901501e+07,2.193164252700e+07,1.556064252700e+07,5.468862098594e+01,1.416143284831e+01,0,0,0,0,0,0,0,0,0
40,10,7.889616791839e+08,7.889616100000e+08,0,GPS,2,0,L1,-3.311213970238e+08,-9.212143556089e+07,-1.641677102859e+08,1.722570194904e+07,3.588678524560e+06,2.044345023491e+07,1.027249836748e+07,3.901498367475e+06,2.238603145527e+01,1.672836276325e+01,0,0,0,0,0,0,0,0,0
41,10,7.889616791839e+08,7.889616100000e+08,0,GPS,4,0,L1,-3.311213970238e+08,-9.212143556089e+07,-1.641677102859e+08,2.531798921485e+07,-2.732111606242e+05,-8.162952638023e+06,1.828243619851e+07,1.191143619851e+07,4.341181048643e+01,1.226983002164e+01,0,0,0,0,0,0,0,0,0
42,10,7.889616791839e+08,7.889616100000e+08,0,GPS,21,0,L1,-3.311213970238e+08,-9.212143556089e+07,-1.641677102859e+08,1.823012191187e+07,1.103873039868e+07,1.684647297046e+07,8.025188469173e+06,1.654188469173e+06,1.718226578026e+01,2.276621762784e+01,0,0,0,0,0,0,0,0,0
43,10,7.889616791839e+08,7.889616100000e+08,0,GPS,27,0,L1,-3.311213970238e+08,-9.212143556089e+07,-1.641677102859e+08,1.944622839591e+07,1.284649833456e+07,-1.338447899030e+07,2.193359639121e+07,1.556259639121e+07,5.469587491773e+01,1.416165790447e+01,0,0,0,0,0,0,0,0,0
44,11,7.889616801839e+08,7.889616110000e+08,0,GPS,2,0,L1,-3.311290493513e+08,-9.209721029936e+07,-1.641682239160e+08,1.722667557489e+07,3.590944014081e+06,2.044221122976e+07,1.027045283855e+07,3.899452838549e+06,2.238134604576e+01,1.673951238629e+01,0,0,0,0,0,0,0,0,0
45,11,7.889616801839e+08,7.889616110000e+08,0,GPS,4,0,L1,-3.311290493513e+08,-9.209721029936e+07,-1.641682239160e+08,2.531892244482e+07,-2.727704510571e+05,-8.159998978290e+06,1.827986225363e+07,1.190886225363e+07,4.340422549465e+01,1.228365779222e+01,0,0,0,0,0,0,0,0,0
46,11,7.889616801839e+08,7.889616110000e+08,0,GPS,21,0,L1,-3.311290493513e+08,-9.209721029936e+07,-1.641682239160e+08,1.823088653581e+07,1.104058543245e+07,1.684445117985e+07,8.025626079184e+06,1.654626079184e+06,1.718322320693e+01,2.276415582387e+01,0,0,0,0,0,0,0,0,0
47,11,7.889616801839e+08,7.889616110000e+08,0,GPS,27,0,L1,-3.311290493513e+08,-9.209721029936e+07,-1.641682239160e+08,1.944456502476e+07,1.284642130677e+07,-1.338693896592e+07,2.193555039321e+07,1.556455039321e+07,5.470312902640e+01,1.416188259066e+01,0,0,0,0,0,0,0,0,0
48,12,7.889616811839e+08,7.889616120000e+08,0,GPS,2,0,L1,-3.311366997661e+08,-9.207298471123e+07,-1.641687381840e+08,1.722764962272e+07,3.593209381584e+06,2.044097222443e+07,1.026840806097e+07,3.897408060969e+06,2.237666204625e+01,1.675065689336e+01,0,0,0,0,0,0,0,0,0
49,12,7.889616811839e+08,7.889616120000e+08,0,GPS,4,0,L1,-3.311366997661e+08,-9.207298471123e+07,-1.641687381840e+08,2.531985587369e+07,-2.723298785066e+05,-8.157045318558e+06,1.827728843206e+07,1.190628843206e+07,4.339664066742e+01,1.229748924181e+01,0,0,0,0,0,0,0,0,0
50,12,7.889616811839e+08,7.889616120000e+08,0,GPS,21,0,L1,-3.311366997661e+08,-9.207298471123e+07,-1.641687381840e+08,1.823165152700e+07,1.104244041379e+07,1.684242938923e+07,8.026065194000e+06,1.655065194000e+06,1.718418361803e+01,2.276208757984e+01,0,0,0,0,0,0,0,0,0
51,12,7.889616811839e+08,7.889616120000e+08,0,GPS,27,0,L1,-3.311366997661e+08,-9.207298471123e+07,-1.641687381840e+08,1.944290174584e+07,1.284634459002e+07,-1.338939894121e+07,2.193750453239e+07,1.556650453239e+07,5.471038330967e+01,1.416210690697e+01,0,0,0,0,0,0,0,0,0
52,13,7.889616821839e+08,7.889616130000e+08,0,GPS,2,0,L1,-3.311443482722e+08,-9.204875878249e+07,-1.641692530895e+08,1.722862409261e+07,3.595474625730e+06,2.043973321911e+07,1.026636403546e+07,3.895364035456e+06,2.237197945849e+01,1.676179628364e+01,0,0,0,0,0,0,0,0,0
53,13,7.889616821839e+08,7.889616130000e+08,0,GPS,4,0,L1,-3.311443482722e+08,-9.204875878249e+07,-1.641692530895e+08,2.532078950143e+07,-2.718894441048e+05,-8.154091658826e+06,1.827471473384e+07,1.190371473384e+07,4.338905600513e+01,1.231132437183e+01,0,0,0,0,0,0,0,0,0
54,13,7.889616821839e+08,7.889616130000e+08,0,GPS,21,0,L1,-3.311443482722e+08,-9.204875878249e+07,-1.641692530895e+08,1.823241688587e+07,1.104429534235e+07,1.684040759835e+07,8.026505813484e+06,1.655505813484e+06,1.718514701325e+01,2.276001289702e+01,0,0,0,0,0,0,0,0,0
55,13,7.889616821839e+08,7.889616130000e+08,0,GPS,27,0,L1,-3.311443482722e+08,-9.204875878249e+07,-1.641692530895e+08,1.944123855910e+07,1.284626818401e+07,-1.339185891683e+07,2.193945880926e+07,1.556845880926e+07,5.471763776903e+01,1.416233085360e+01,0,0,0,0,0,0,0,0,0
56,14,7.889616831839e+08,7.889616140000e+08,0,GPS,2,0,L1,-3.311519948664e+08,-9.202453252325e+07,-1.641697686324e+08,1.722959898445e+07,3.597739746971e+06,2.043849421378e+07,1.026432076245e+07,3.893320762451e+06,2.236729828360e+01,1.677293055761e+01,0,0,0,0,0,0,0,0,0
57,14,7.889616831839e+08,7.889616140000e+08,0,GPS,4,0,L1,-3.311519948664e+08,-9.202453252325e+07,-1.641697686324e+08,2.532172332796e+07,-2.714491475319e+05,-8.151137999421e+06,1.827214115934e+07,1.190114115934e+07,4.338147150908e+01,1.232516318202e+01,0,0,0,0,0,0,0,0,0
58,14,7.889616831839e+08,7.889616140000e+08,0,GPS,21,0,L1,-3.311519948664e+08,-9.202453252325e+07,-1.641697686324e+08,1.823318261216e+07,1.104615021762e+07,1.683838580773e+07,8.026947937170e+06,1.655947937170e+06,1.718611339157e+01,2.275793177742e+01,0,0,0,0,0,0,0,0,0
59,14,7.889616831839e+08,7.889616140000e+08,0,GPS,27,0,L1,-3.311519948664e+08,-9.202453252325e+07,-1.641697686324e+08,1.943957546452e+07,1.284619208900e+07,-1.339431889244e+07,2.194141322352e+07,1.557041322352e+07,5.472489240313e+01,1.416255443066e+01,0,0,0,0,0,0,0,0,0
60,15,7.889616841839e+08,7.889616150000e+08,0,GPS,2,0,L1,-3.311596395478e+08,-9.200030593635e+07,-1.641702848126e+08,1.723057429820e+07,3.600004745383e+06,2.043725520846e+07,1.026227824240e+07,3.891278242399e+06,2.236261852271e+01,1.678405971578e+01,0,0,0,0,0,0,0,0,0
61,15,7.889616841839e+08,7.889616150000e+08,0,GPS,4,0,L1,-3.311596395478e+08,-9.200030593635e+07,-1.641702848126e+08,2.532265735344e+07,-2.710089878493e+05,-8.148184339690e+06,1.826956770794e+07,1.189856770794e+07,4.337388717781e+01,1.233900567711e+01,0,0,0,0,0,0,0,0,0
62,15,7.889616841839e+08,7.889616150000e+08,0,GPS,21,0,L1,-3.311596395478e+08,-9.200030593635e+07,-1.641702848126e+08,1.823394870576e+07,1.104800504020e+07,1.683636401711e+07,8.027391564919e+06,1.656391564919e+06,1.718708275265e+01,2.275584422233e+01,0,0,0,0,0,0,0,0,0
63,15,7.889616841839e+08,7.889616150000e+08,0,GPS,27,0,L1,-3.311596395478e+08,-9.200030593635e+07,-1.641702848126e+08,1.943791246238e+07,1.284611630485e+07,-1.339677886774e+07,2.194336777480e+07,1.557236777480e+07,5.473214721066e+01,1.416277763828e+01,0,0,0,0,0,0,0,0,0
64,16,7.889616851839e+08,7.889616160000e+08,0,GPS,2,0,L1,-3.311672823202e+08,-9.197607900778e+07,-1.641708016297e+08,1.723155003399e+07,3.602269620164e+06,2.043601620313e+07,1.026023647574e+07,3.889236475740e+06,2.235794017694e+01,1.679518375865e+01,0,0,0,0,0,0,0,0,0
65,16,7.889616851839e+08,7.889616160000e+08,0,GPS,4,0,L1,-3.311672823202e+08,-9.197607900778e+07,-1.641708016297e+08,2.532359157774e+07,-2.705689665797e+05,-8.145230679959e+06,1.826699438000e+07,1.189599438000e+07,4.336630301263e+01,1.235285185687e+01,0,0,0,0,0,0,0,0,0
66,16,7.889616851839e+08,7.889616160000e+08,0,GPS,21,0,L1,-3.311672823202e+08,-9.197607900778e+07,-1.641708016297e+08,1.823471516715e+07,1.104985980924e+07,1.683434222649e+07,8.027836696481e+06,1.656836696481e+06,1.718805509592e+01,2.275375023330e+01,0,0,0,0,0,0,0,0,0
67,16,7.889616851839e+08,7.889616160000e+08,0,GPS,27,0,L1,-3.311672823202e+08,-9.197607900778e+07,-1.641708016297e+08,1.943624955260e+07,1.284604083125e+07,-1.339923884335e+07,2.194532246367e+07,1.557432246367e+07,5.473940219309e+01,1.416300047666e+01,0,0,0,0,0,0,0,0,0
68,17,7.889616861839e+08,7.889616170000e+08,0,GPS,2,0,L1,-3.311749231778e+08,-9.195185175729e+07,-1.641713190836e+08,1.723252619162e+07,3.604534372267e+06,2.043477719781e+07,1.025819546292e+07,3.887195462919e+06,2.235326324742e+01,1.680630268673e+01,0,0,0,0,0,0,0,0,0
69,17,7.889616861839e+08,7.889616170000e+08,0,GPS,4,0,L1,-3.311749231778e+08,-9.195185175729e+07,-1.641713190836e+08,2.532452600088e+07,-2.701290822756e+05,-8.142277020228e+06,1.826442117556e+07,1.189342117556e+07,4.335871901392e+01,1.236670172269e+01,0,0,0,0,0,0,0,0,0
70,17,7.889616861839e+08,7.889616170000e+08,0,GPS,21,0,L1,-3.311749231778e+08,-9.195185175729e+07,-1.641713190836e+08,1.823548199568e+07,1.105171452575e+07,1.683232043588e+07,8.028283331606e+06,1.657283331606e+06,1.718903042083e+01,2.275164981187e+01,0,0,0,0,0,0,0,0,0
71,17,7.889616861839e+08,7.889616170000e+08,0,GPS,27,0,L1,-3.311749231778e+08,-9.195185175729e+07,-1.641713190836e+08,1.943458673483e+07,1.284596566904e+07,-1.340169881896e+07,2.194727728977e+07,1.557627728977e+07,5.474665734908e+01,1.416322294591e+01,0,0,0,0,0,0,0,0,0
72,18,7.889616871839e+08,7.889616180000e+08,0,GPS,2,0,L1,-3.311825621251e+08,-9.192762416843e+07,-1.641718371740e+08,1.723350995998e+07,3.606798093823e+06,2.043354121791e+07,1.025615515044e+07,3.885155150443e+06,2.234858170460e+01,1.681743099645e+01,0,0,0,0,0,0,0,0,0
73,18,7.889616871839e+08,7.889616180000e+08,0,GPS,4,0,L1,-3.311825621251e+08,-9.192762416843e+07,-1.641718371740e+08,2.532546634442e+07,-2.696907000204e+05,-8.139324607155e+06,1.826185185604e+07,1.189085185604e+07,4.335113444435e+01,1.238056091958e+01,0,0,0,0,0,0,0,0,0
74,18,7.889616871839e+08,7.889616180000e+08,0,GPS,21,0,L1,-3.311825621251e+08,-9.192762416843e+07,-1.641718371740e+08,1.823625582569e+07,1.105357016559e+07,1.683030113268e+07,8.028730374161e+06,1.657730374161e+06,1.719000213708e+01,2.274955723883e+01,0,0,0,0,0,0,0,0,0
75,18,7.889616871839e+08,7.889616180000e+08,0,GPS,27,0,L1,-3.311825621251e+08,-9.192762416843e+07,-1.641718371740e+08,1.943292758660e+07,1.284589615542e+07,-1.340416056801e+07,2.194923668600e+07,1.557823668600e+07,5.475391088539e+01,1.416344543198e+01,0,0,0,0,0,0,0,0,0
76,19,7.889616881839e+08,7.889616190000e+08,0,GPS,2,0,L1,-3.311901991584e+08,-9.190339625373e+07,-1.641723559008e+08,1.723447591957e+07,3.609062802400e+06,2.043229473448e+07,1.025411362357e+07,3.883113623573e+06,2.234391404825e+01,1.682850141466e+01,0,0,0,0,0,0,0,0,0
77,19,7.889616881839e+08,7.889616190000e+08,0,GPS,4,0,L1,-3.311901991584e+08,-9.190339625373e+07,-1.641723559008e+08,2.532638949002e+07,-2.692495047024e+05,-8.136367865997e+06,1.825927107729e+07,1.188827107729e+07,4.334355216006e+01,1.239459484491e+01,0,0,0,0,0,0,0,0,0
78,19,7.889616881839e+08,7.889616190000e+08,0,GPS,21,0,L1,-3.311901991584e+08,-9.190339625373e+07,-1.641723559008e+08,1.823701280257e+07,1.105542154300e+07,1.682827330891e+07,8.029179618331e+06,1.658179618331e+06,1.719099048042e+01,2.274742183200e+01,0,0,0,0,0,0,0,0,0
79,19,7.889616881839e+08,7.889616190000e+08,0,GPS,27,0,L1,-3.311901991584e+08,-9.190339625373e+07,-1.641723559008e+08,1.943125684384e+07,1.284581318887e+07,-1.340661555862e+07,2.195118232751e+07,1.558018232751e+07,5.476116878823e+01,1.416368791928e+01,0,0,0,0,0,0,0,0,0
80,20,7.889616891839e+08,7.889616200000e+08,0,GPS,2,0,L1,-3.311978342801e+08,-9.187916800398e+07,-1.641728752638e+08,1.723544230113e+07,3.611327389010e+06,2.043104825105e+07,1.025207285326e+07,3.881072853261e+06,2.233924780976e+01,1.683956638784e+01,0,0,0,0,0,0,0,0,0
81,20,7.889616891839e+08,7.889616200000e+08,0,GPS,4,0,L1,-3.311978342801e+08,-9.187916800398e+07,-1.641728752638e+08,2.532731283463e+07,-2.688084458328e+05,-8.133411124839e+06,1.825669042230e+07,1.188569042230e+07,4.333597003640e+01,1.240863266219e+01,0,0,0,0,0,0,0,0,0
82,20,7.889616891839e+08,7.889616200000e+08,0,GPS,21,0,L1,-3.311978342801e+08,-9.187916800398e+07,-1.641728752638e+08,1.823777014662e+07,1.105727286801e+07,1.682624548540e+07,8.029630365416e+06,1.658630365416e+06,1.719198180476e+01,2.274527998634e+01,0,0,0,0,0,0,0,0,0
83,20,7.889616891839e+08,7.889616200000e+08,0,GPS,27,0,L1,-3.311978342801e+08,-9.187916800398e+07,-1.641728752638e+08,1.942958619251e+07,1.284573053400e+07,-1.340907054922e+07,2.195312810570e+07,1.558212810570e+07,5.476842687000e+01,1.416393005976e+01,0,0,0,0,0,0,0,0,0
84,21,7.889616901839e+08,7.889616210000e+08,0,GPS,2,0,L1,-3.312054674865e+08,-9.185493943168e+07,-1.641733952628e+08,1.723640910453e+07,3.613591854229e+06,2.042980176763e+07,1.025003283995e+07,3.879032839952e+06,2.233458299025e+01,1.685062591624e+01,0,0,0,0,0,0,0,0,0
